"Date","HomeTeam","AwayTeam","FTR","B365H","B365D","B365A"
2011-03-06,"Lazio","Palermo","H",1.95,3.3,4
2011-03-06,"Napoli","Brescia","D",1.36,4.33,10
2011-03-06,"Sampdoria","Cesena","A",1.75,3.4,5
2011-03-06,"Udinese","Bari","H",1.29,5.5,10
2011-03-11,"Brescia","Inter","D",5.5,3.5,1.67
2011-03-12,"Cesena","Juventus","D",3.6,3,2.2
2011-03-13,"Cagliari","Udinese","A",2.75,3.1,2.63
2011-03-13,"Catania","Sampdoria","H",2.05,3.1,4
2011-03-13,"Chievo","Fiorentina","A",2.7,2.9,2.88
2011-03-13,"Genoa","Palermo","H",1.91,3.25,4.2
2011-03-13,"Lecce","Bologna","A",2.3,3.1,3.3
2011-03-13,"Milan","Bari","D",1.2,6,15
2011-03-13,"Parma","Napoli","A",2.88,3,2.63
2011-03-13,"Roma","Lazio","H",2.38,3.1,3.1
2011-03-19,"Lazio","Cesena","H",1.73,3.4,5.25
2011-03-19,"Palermo","Milan","H",3.5,3.3,2.1
2011-03-20,"Bari","Chievo","A",2.7,3,2.8
2011-03-20,"Bologna","Genoa","D",2.6,2.8,3.1
2011-03-20,"Fiorentina","Roma","D",2.45,3.1,3
2011-03-20,"Inter","Lecce","H",1.25,5.75,11
2011-03-20,"Juventus","Brescia","H",1.44,4.2,8
2011-03-20,"Napoli","Cagliari","H",1.57,3.6,6.5
2011-03-20,"Sampdoria","Parma","A",2.25,3,3.5
2011-03-20,"Udinese","Catania","H",1.45,4,8
2011-04-02,"Brescia","Bologna","H",1.45,4.2,6
2011-04-02,"Milan","Inter","H",2.8,3.1,2.6
2011-04-03,"Catania","Palermo","H",2.3,3,3.4
2011-04-03,"Cesena","Fiorentina","D",3.25,3,2.38
2011-04-03,"Chievo","Sampdoria","D",3.25,1.5,7.5
2011-04-03,"Genoa","Cagliari","A",2.38,2,5.5
2011-04-03,"Lecce","Udinese","H",5,3.4,1.75
2011-04-03,"Napoli","Lazio","H",1.75,3.3,5.25
2011-04-03,"Parma","Bari","A",1.44,3.8,9
2011-04-03,"Roma","Juventus","A",1.95,3.3,4
2011-04-09,"Inter","Chievo","H",1.44,4,8
2011-04-09,"Udinese","Roma","A",2.2,3.2,3.4
2011-04-10,"Bari","Catania","D",3.4,2.88,2.38
2011-04-10,"Bologna","Napoli","A",5.5,3.5,1.67
2011-04-10,"Cagliari","Brescia","D",3.1,1.91,3.75
2011-04-10,"Fiorentina","Milan","A",4,3.4,1.91
2011-04-10,"Juventus","Genoa","H",1.57,3.6,6.5
2011-04-10,"Lazio","Parma","H",1.75,3.4,5
2011-04-10,"Palermo","Cesena","D",2.1,2.1,6
2011-04-10,"Sampdoria","Lecce","A",2.1,2.1,6
2011-04-16,"Milan","Sampdoria","H",1.29,5,11
2011-04-16,"Parma","Inter","H",4.5,3.5,1.8
2011-04-16,"Roma","Palermo","A",1.44,4.33,7
2011-04-17,"Catania","Lazio","A",2.88,2.3,3.2
2011-04-17,"Cesena","Bari","H",1.5,4,7
2011-04-17,"Chievo","Bologna","H",NA,NA,NA
2011-04-17,"Fiorentina","Juventus","D",2.63,3.25,2.63
2011-04-17,"Genoa","Brescia","H",NA,NA,NA
2011-04-17,"Lecce","Cagliari","D",1.5,3.8,7.5
2011-04-17,"Napoli","Udinese","A",1.6,3.5,5.5
2011-04-23,"Bari","Sampdoria","A",4.5,4.75,1.5
2011-04-23,"Bologna","Cesena","A",3.25,1.7,5
2011-04-23,"Brescia","Milan","A",5.75,3.1,1.75
2011-04-23,"Cagliari","Fiorentina","A",2.4,2.63,3.4
2011-04-23,"Genoa","Lecce","H",2.2,2.38,4.5
2011-04-23,"Inter","Lazio","H",1.85,3.3,4.5
2011-04-23,"Juventus","Catania","D",1.44,4.2,7.5
2011-04-23,"Palermo","Napoli","H",3.25,3.1,2.3
2011-04-23,"Roma","Chievo","H",1.4,4.33,8.5
2011-04-23,"Udinese","Parma","A",1.73,3.4,5.25
2011-04-30,"Cesena","Inter","A",4.33,3.25,1.91
2011-04-30,"Napoli","Genoa","H",1.33,5,9
2011-05-01,"Bari","Roma","A",9,5.5,1.3
2011-05-01,"Catania","Cagliari","H",1.33,4.75,9
2011-05-01,"Chievo","Lecce","H",2.63,2.05,4.33
2011-05-01,"Fiorentina","Udinese","H",2.5,3.2,2.8
2011-05-01,"Milan","Bologna","H",1.2,6.5,13
2011-05-01,"Parma","Palermo","H",1.95,3,4.5
2011-05-01,"Sampdoria","Brescia","D",1.85,3.3,4.5
2011-05-02,"Lazio","Juventus","A",2.1,3.2,3.6
2011-05-07,"Palermo","Bari","H",1.44,4.33,7
2011-05-07,"Roma","Milan","D",2.5,3.2,2.88
2011-05-08,"Bologna","Parma","D",4.5,1.4,6.5
2011-05-08,"Brescia","Catania","A",1.85,3.3,4.5
2011-05-08,"Cagliari","Cesena","A",3.6,2.63,2.3
2011-05-08,"Genoa","Sampdoria","H",2.6,3.2,2.75
2011-05-08,"Inter","Fiorentina","H",1.67,3.75,5
2011-05-08,"Lecce","Napoli","H",2.2,3.3,3.25
2011-05-08,"Udinese","Lazio","H",2.25,3,3.5
2011-05-09,"Juventus","Chievo","D",1.29,5,12
2011-05-14,"Lazio","Genoa","H",1.4,4.6,7.5
2011-05-14,"Milan","Cagliari","H",1.53,3.6,7.5
2011-05-15,"Bari","Lecce","A",5,3.6,1.7
2011-05-15,"Catania","Roma","H",6,4.33,1.5
2011-05-15,"Cesena","Brescia","H",1.22,5.5,11
2011-05-15,"Chievo","Udinese","A",7.5,4.33,1.36
2011-05-15,"Fiorentina","Bologna","D",1.73,3,6.5
2011-05-15,"Napoli","Inter","D",3.8,1.75,3.8
2011-05-15,"Parma","Juventus","H",3.6,3.3,2.05
2011-05-15,"Sampdoria","Palermo","A",1.36,4.75,8
2011-05-22,"Bologna","Bari","A",1.62,3.6,6
2011-05-22,"Brescia","Fiorentina","D",3,3.2,2.4
2011-05-22,"Cagliari","Parma","D",2.1,3.2,3.6
2011-05-22,"Genoa","Cesena","H",1.65,3.6,5.5
2011-05-22,"Inter","Catania","H",1.53,3.75,7
2011-05-22,"Juventus","Napoli","D",1.9,3.6,3.8
2011-05-22,"Lecce","Lazio","A",6,3.6,1.6
2011-05-22,"Palermo","Chievo","A",1.75,3.5,4.75
2011-05-22,"Roma","Sampdoria","H",1.29,5,11
2011-05-22,"Udinese","Milan","D",3.5,1.53,6.5
